Section,Title,Session,Days,Start time,End time,Status,Unit
045-IND (1768),CAPSTONE496,7W2,TBA,,,10,4
046-IND (1769),CAPSTONE496,7W2,TBA,,,10,4
047-IND (1770),CAPSTONE496,7W2,TBA,,,10,4
048-IND (1771),CAPSTONE496,7W2,TBA,,,10,4
049-IND (1772),CAPSTONE496,7W2,TBA,,,10,4
050-IND (1773),CAPSTONE496,7W2,TBA,,,10,4
051-IND (1774),CAPSTONE496,7W2,TBA,,,10,4
052-IND (1775),CAPSTONE496,7W2,TBA,,,10,4
053-IND (1776),CAPSTONE496,7W2,TBA,,,10,4
054-IND (1777),CAPSTONE496,7W2,TBA,,,10,4
055-IND (1778),CAPSTONE496,7W2,TBA,,,10,4
056-IND (1779),CAPSTONE496,7W2,TBA,,,10,4
057-IND (1780),CAPSTONE496,7W2,TBA,,,10,4
058-IND (1781),CAPSTONE496,7W2,TBA,,,10,4
059-IND (1782),CAPSTONE496,7W2,TBA,,,15,4
060-IND (1783),CAPSTONE496,7W2,TBA,,,10,4
061-IND (1784),CAPSTONE496,7W2,TBA,,,10,4
062-IND (1787),CAPSTONE496,7W2,TBA,,,10,4
063-IND (1788),CAPSTONE496,7W2,TBA,,,10,4
064-IND (1789),CAPSTONE496,7W2,TBA,,,10,4
065-IND (1790),CAPSTONE496,7W2,TBA,,,10,4
066-IND (1791),CAPSTONE496,7W2,TBA,,,10,4
067-IND (1792),CAPSTONE496,7W2,TBA,,,10,4
068-IND (1793),CAPSTONE496,7W2,TBA,,,10,4
069-IND (1794),CAPSTONE496,7W2,TBA,,,10,4
070-IND (1795),CAPSTONE496,7W2,TBA,,,10,4
071-IND (1796),CAPSTONE496,7W2,TBA,,,10,4
072-IND (1797),CAPSTONE496,7W2,TBA,,,10,4
073-IND (1798),CAPSTONE496,7W2,TBA,,,10,4
074-IND (1799),CAPSTONE496,7W2,TBA,,,10,4
075-IND (1800),CAPSTONE496,7W2,TBA,,,10,4
076-IND (1801),CAPSTONE496,7W2,TBA,,,10,4
077-IND (1802),CAPSTONE496,7W2,TBA,,,10,4
078-IND (1803),CAPSTONE496,7W2,TBA,,,10,4
079-IND (1804),CAPSTONE496,7W2,TBA,,,10,4
080-IND (1805),CAPSTONE496,7W2,TBA,,,10,4
081-IND (1806),CAPSTONE496,7W2,TBA,,,10,4
082-IND (1807),CAPSTONE496,7W2,TBA,,,10,4
083-IND (1808),CAPSTONE496,7W2,TBA,,,10,4
084-IND (1809),CAPSTONE496,7W2,TBA,,,10,4
085-IND (1810),CAPSTONE496,7W2,TBA,,,10,4
086-IND (1813),CAPSTONE496,7W2,TBA,,,10,4
087-IND (1814),CAPSTONE496,7W2,TBA,,,10,4
088-IND (1818),CAPSTONE496,7W2,TBA,,,10,4
089-IND (1821),CAPSTONE496,7W2,TBA,,,10,4
090-IND (1930),CAPSTONE496,7W2,TBA,,,10,4
091-IND (1933),CAPSTONE496,7W2,TBA,,,10,4
092-IND (1938),CAPSTONE496,7W2,TBA,,,10,4
093-IND (1943),CAPSTONE496,7W2,TBA,,,1,4
094-IND (1944),CAPSTONE496,7W2,TBA,,,1,4
095-IND (1948),CAPSTONE496,7W2,TBA,,,1,4
096-IND (1949),CAPSTONE496,7W2,TBA,,,1,4
097-IND (1952),CAPSTONE496,7W2,TBA,,,1,4
098-IND (1955),CAPSTONE496,7W2,TBA,,,1,4
099-IND (1976),CAPSTONE496,7W2,N/A,N/A,N/A,1,4
100-IND (1980),CAPSTONE496,7W2,TBA,,,1,4
101-IND (1982),CAPSTONE496,7W2,TBA,,,1,4
102-IND (1984),CAPSTONE496,7W2,TBA,,,1,4
103-IND (1986),CAPSTONE496,7W2,TBA,,,1,4
104-IND (1987),CAPSTONE496,7W2,TBA,,,1,4
105-IND (1993),CAPSTONE496,7W2,TBA,,,1,4
003-LEC (1328),CHEM110,7W2,MoTuWeTh,10.00,11.15,40,4
003L-LAB (1329),CHEM110,7W2,Mo,14.45,17.45,20,0
003R-REC (1330),CHEM110,7W2,Mo,11.45,13.00,40,0
004L-LAB (1331),CHEM110,7W2,We,11.30,14.30,20,0
001-LEC (1320),CHEM150,7W2,MoTuWeTh,10.00,11.15,32,4
001L-LAB (1321),CHEM150,7W2,Mo,11.30,14.30,16,0
001R-REC (1323),CHEM150,7W2,We,11.45,13.00,32,0
002L-LAB (1322),CHEM150,7W2,We,14.45,17.45,16,0
